nombre,params,metrics
ES6,"{'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 20.0, 'changepoint_range': 0.8, 'changepoint_prior_scale': 0.001}","horizon     201 days 00:00:00
mse                  0.025721
rmse                  0.15959
mae                  0.154105
mape                 0.469479
mdape                0.459585
smape                0.625853
coverage             0.006181"
ES6,"{'seasonality_prior_scale': 20.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 10.0, 'changepoint_range': 0.5, 'changepoint_prior_scale': 0.1}","horizon     201 days 00:00:00
mse                  0.009196
rmse                 0.094185
mae                  0.085015
mape                 0.249861
mdape                0.249963
smape                0.294281
coverage              0.31807"
ES6,"{'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 10.0, 'changepoint_range': 0.8, 'changepoint_prior_scale': 0.01}","horizon     201 days 00:00:00
mse                  0.011088
rmse                 0.103858
mae                    0.0954
mape                 0.282714
mdape                0.283268
smape                0.338702
coverage             0.179611"
ES6,"{'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 1.0, 'changepoint_range': 0.8, 'changepoint_prior_scale': 0.1}","horizon     201 days 00:00:00
mse                  0.009439
rmse                 0.096416
mae                  0.087363
mape                 0.259455
mdape                0.260005
smape                0.307115
coverage             0.301875"
ES6,"{'seasonality_prior_scale': 10.0, 'seasonality_mode': 'multiplicative', 'holidays_prior_scale': 20.0, 'changepoint_range': 0.8, 'changepoint_prior_scale': 0.5}","horizon     201 days 00:00:00
mse                   0.02504
rmse                 0.148697
mae                  0.139787
mape                 0.456721
mdape                0.437517
smape                0.350608
coverage               0.7381"
ES6,"{'seasonality_prior_scale': 20.0, 'seasonality_mode': 'multiplicative', 'holidays_prior_scale': 10.0, 'changepoint_range': 0.8, 'changepoint_prior_scale': 0.1}","horizon     201 days 00:00:00
mse                  0.002727
rmse                 0.051245
mae                  0.041059
mape                 0.124343
mdape                 0.10744
smape                0.131857
coverage             0.778001"
ES6,"{'seasonality_prior_scale': 20.0, 'seasonality_mode': 'multiplicative', 'holidays_prior_scale': 10.0, 'changepoint_range': 0.9, 'changepoint_prior_scale': 0.5}","horizon     201 days 00:00:00
mse                  0.017146
rmse                 0.119086
mae                  0.108914
mape                 0.360289
mdape                0.341907
smape                0.284535
coverage             0.785464"
ES6,"{'seasonality_prior_scale': 1.0, 'seasonality_mode': 'multiplicative', 'holidays_prior_scale': 10.0, 'changepoint_range': 0.9, 'changepoint_prior_scale': 0.001}","horizon     201 days 00:00:00
mse                  0.017218
rmse                 0.129589
mae                  0.122241
mape                 0.371965
mdape                0.358655
smape                0.473545
coverage             0.061624"
ES6,"{'seasonality_prior_scale': 20.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 20.0, 'changepoint_range': 0.9, 'changepoint_prior_scale': 0.1}","horizon     201 days 00:00:00
mse                  0.009494
rmse                 0.096597
mae                  0.087603
mape                 0.259961
mdape                0.260419
smape                0.307653
coverage                0.302"
ES6,"{'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 20.0, 'changepoint_range': 0.8, 'changepoint_prior_scale': 1.0}","horizon     201 days 00:00:00
mse                  0.210261
rmse                 0.444898
mae                  0.442153
mape                 1.359779
mdape                1.302221
smape                1.872962
coverage             0.338933"
ES8,"{'seasonality_prior_scale': 1.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 20.0, 'changepoint_range': 0.8, 'changepoint_prior_scale': 0.001}","horizon     201 days 00:00:00
mse                  0.000621
rmse                 0.024299
mae                  0.019473
mape                 0.286492
mdape                0.206667
smape                 0.23919
coverage             0.773559"
ES8,"{'seasonality_prior_scale': 20.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 10.0, 'changepoint_range': 0.5, 'changepoint_prior_scale': 0.1}","horizon     201 days 00:00:00
mse                  0.000774
rmse                 0.026847
mae                  0.020877
mape                 0.265176
mdape                0.210562
smape                0.257655
coverage             0.816299"
ES8,"{'seasonality_prior_scale': 10.0, 'seasonality_mode': 'additive', 'holidays_prior_scale': 10.0, 'changepoint_range': 0.8, 'changepoint_prior_scale': 0.01}","horizon     201 days 00:00:00
mse                   0.00126
rmse                 0.034116
mae                  0.027735
mape                 0.320816
mdape                0.299233
smape                0.361492
coverage             0.608091"
